"","title","code","type","last update of data","last table structure change","data start","data end","values","table_w_code"
"3585","Job loss and creation as a result of international sourcing activity by economic activity - collection round 2007","iss_job","dataset","18.02.2010","20.11.2018","2007","2007",NA,"Job loss and creation as a result of international sourcing activity by economic activity - collection round 2007 (iss_job)"
"3586","Importance of motivation factors for international sourcing by economic activity - collection round 2007","iss_fac","dataset","18.02.2010","23.05.2019","2007","2007",NA,"Importance of motivation factors for international sourcing by economic activity - collection round 2007 (iss_fac)"
"3587","Impact level of international sourcing activities by economic activity - collection round 2007","iss_imp","dataset","18.02.2010","20.11.2018","2007","2007",NA,"Impact level of international sourcing activities by economic activity - collection round 2007 (iss_imp)"
"3588","Enterprises by sourcing and economic activity - collection round 2007","iss_econ","dataset","18.02.2010","19.11.2018","2007","2007",NA,"Enterprises by sourcing and economic activity - collection round 2007 (iss_econ)"
"3589","Enterprises by sourcing status and enterprise group identification - collection round 2007","iss_stat","dataset","18.02.2010","20.11.2018","2007","2007",NA,"Enterprises by sourcing status and enterprise group identification - collection round 2007 (iss_stat)"
"3590","Domestic or international sourcing of different business functions by economic activity - collection round 2007","iss_func","dataset","18.02.2010","20.11.2018","2007","2007",NA,"Domestic or international sourcing of different business functions by economic activity - collection round 2007 (iss_func)"
"3591","Main service providers by sector and size class","ds_ds1a","dataset","26.03.2009","09.12.2015","2003","2003",NA,"Main service providers by sector and size class (ds_ds1a)"
"3592","Main service providers by activity (NACE sections/analytical groupings of activities)","ds_ds1bc","dataset","26.03.2009","06.03.2012","2003","2003",NA,"Main service providers by activity (NACE sections/analytical groupings of activities) (ds_ds1bc)"
"3593","Main service providers of enterprises belonging to enterprise group or not","ds_ds1d","dataset","26.03.2009","25.08.2015","2003","2003",NA,"Main service providers of enterprises belonging to enterprise group or not (ds_ds1d)"
"3594","Types of purchase made from external service providers by sector and size class","ds_ds2a","dataset","26.03.2009","26.07.2018","2003","2003",NA,"Types of purchase made from external service providers by sector and size class (ds_ds2a)"
"3595","Types of purchase made from external service providers by activity (NACE sections/analytical groupings of activities)","ds_ds2bc","dataset","26.03.2009","26.07.2018","2003","2003",NA,"Types of purchase made from external service providers by activity (NACE sections/analytical groupings of activities) (ds_ds2bc)"
"3596","Types of purchase made from external service providers of enterprises belonging to enterprise group or not","ds_ds2d","dataset","26.03.2009","26.07.2018","2003","2003",NA,"Types of purchase made from external service providers of enterprises belonging to enterprise group or not (ds_ds2d)"
"3597","Location of the main external service provider by sector and size class","ds_ds3a","dataset","26.03.2009","07.05.2018","2003","2003",NA,"Location of the main external service provider by sector and size class (ds_ds3a)"
"3598","Location of the main external service provider by activity (NACE sections/analytical groupings of activities)","ds_ds3bc","dataset","26.03.2009","07.05.2018","2003","2003",NA,"Location of the main external service provider by activity (NACE sections/analytical groupings of activities) (ds_ds3bc)"
"3599","Location of the main external service provider of enterprises belonging to enterprise group or not","ds_ds3d","dataset","26.03.2009","07.05.2018","2003","2003",NA,"Location of the main external service provider of enterprises belonging to enterprise group or not (ds_ds3d)"
"3600","Data on barriers for purchasing services outside the country by sector and size class","ds_ds4a","dataset","26.03.2009","06.03.2012","2003","2003",NA,"Data on barriers for purchasing services outside the country by sector and size class (ds_ds4a)"
"3601","Data on barriers for purchasing services outside the country by activity (NACE sections/analytical groupings of activities)","ds_ds4bc","dataset","26.03.2009","06.03.2012","2003","2003",NA,"Data on barriers for purchasing services outside the country by activity (NACE sections/analytical groupings of activities) (ds_ds4bc)"
"3602","Data on barriers for purchasing services outside the country of enterprises belonging to enterprise group or not","ds_ds4d","dataset","26.03.2009","25.08.2015","2003","2003",NA,"Data on barriers for purchasing services outside the country of enterprises belonging to enterprise group or not (ds_ds4d)"
"3603","Expectations for future purchases of services by sector and size class","ds_ds5a","dataset","26.03.2009","07.05.2018","2003","2003",NA,"Expectations for future purchases of services by sector and size class (ds_ds5a)"
"3604","Expectations for future purchases of services by activity (NACE sections/analytical groupings of activities)","ds_ds5bc","dataset","26.03.2009","07.05.2018","2003","2003",NA,"Expectations for future purchases of services by activity (NACE sections/analytical groupings of activities) (ds_ds5bc)"
"3605","Expectations for future purchases of services of enterprises belonging to enterprise group or not","ds_ds5d","dataset","26.03.2009","25.08.2015","2003","2003",NA,"Expectations for future purchases of services of enterprises belonging to enterprise group or not (ds_ds5d)"
"3606","Purchases of services by product sectors and size classes","ds_ds6a","dataset","26.03.2009","06.03.2012","2003","2003",NA,"Purchases of services by product sectors and size classes (ds_ds6a)"
"3607","Purchases of services by product and activity (NACE sections/analytical groupings of activities)","ds_ds6bc","dataset","26.03.2009","06.03.2012","2003","2003",NA,"Purchases of services by product and activity (NACE sections/analytical groupings of activities) (ds_ds6bc)"
"3608","Purchases of services by product of enterprises belonging to enterprise group or not","ds_ds6d","dataset","26.03.2009","25.08.2015","2003","2003",NA,"Purchases of services by product of enterprises belonging to enterprise group or not (ds_ds6d)"
"3609","Service related investments by product sectors and size classes","ds_ds7a","dataset","26.03.2009","06.03.2012","2003","2003",NA,"Service related investments by product sectors and size classes (ds_ds7a)"
"3610","Service related investments by product and activity (NACE sections/analytical groupings of activities)","ds_ds7bc","dataset","26.03.2009","06.03.2012","2003","2003",NA,"Service related investments by product and activity (NACE sections/analytical groupings of activities) (ds_ds7bc)"
"3611","Service related investments by product of enterprises belonging to enterprise group or not","ds_ds7d","dataset","26.03.2009","25.08.2015","2003","2003",NA,"Service related investments by product of enterprises belonging to enterprise group or not (ds_ds7d)"
"3612","Nights spent at tourist accommodation establishments -  monthly data","tour_occ_nim","dataset","08.07.2019","25.06.2019","1990M01","2019M12",NA,"Nights spent at tourist accommodation establishments -  monthly data (tour_occ_nim)"
"3613","Nights spent by non-residents at tourist accommodation establishments - 1990-2011 - world geographical breakdown - monthly data","tour_occ_ninrmw","dataset","22.10.2013","19.06.2015","1990M01","2011M12",NA,"Nights spent by non-residents at tourist accommodation establishments - 1990-2011 - world geographical breakdown - monthly data (tour_occ_ninrmw)"
"3614","Arrivals at tourist accommodation establishments - monthly data","tour_occ_arm","dataset","08.07.2019","25.06.2019","1990M01","2019M12",NA,"Arrivals at tourist accommodation establishments - monthly data (tour_occ_arm)"
"3615","Arrivals of non-residents at tourist accommodation establishments - 1990-2011 - world geographical breakdown - monthly data","tour_occ_arnrmw","dataset","22.10.2013","19.06.2015","1990M01","2011M12",NA,"Arrivals of non-residents at tourist accommodation establishments - 1990-2011 - world geographical breakdown - monthly data (tour_occ_arnrmw)"
"3616","Net occupancy rate of bed-places and bedrooms in hotels and similar accommodation (NACE Rev. 2, I, 55.1) - monthly data","tour_occ_mnor","dataset","08.07.2019","18.07.2019","1990M01","2019M12",NA,"Net occupancy rate of bed-places and bedrooms in hotels and similar accommodation (NACE Rev. 2, I, 55.1) - monthly data (tour_occ_mnor)"
"3617","Nights spent at tourist accommodation establishments","tour_occ_ninat","dataset","05.07.2019","18.07.2019","1990","2018",NA,"Nights spent at tourist accommodation establishments (tour_occ_ninat)"
"3618","Nights spent at tourist accommodation establishments by country/world region of residence of the tourist","tour_occ_ninraw","dataset","05.07.2019","18.07.2019","1990","2018",NA,"Nights spent at tourist accommodation establishments by country/world region of residence of the tourist (tour_occ_ninraw)"
"3619","Nights spent at hotels and similar accommodation (NACE Rev. 2, I, 55.1) by size class (from 2012 onwards)","tour_occ_ninats","dataset","05.07.2019","18.07.2019","2012","2018",NA,"Nights spent at hotels and similar accommodation (NACE Rev. 2, I, 55.1) by size class (from 2012 onwards) (tour_occ_ninats)"
"3620","Arrivals at tourist accommodation establishments","tour_occ_arnat","dataset","05.07.2019","18.07.2019","1990","2018",NA,"Arrivals at tourist accommodation establishments (tour_occ_arnat)"
"3621","Arrivals at tourist accommodation establishments by country/world region of residence of the tourist","tour_occ_arnraw","dataset","05.07.2019","18.07.2019","1990","2018",NA,"Arrivals at tourist accommodation establishments by country/world region of residence of the tourist (tour_occ_arnraw)"
"3622","Net occupancy rate of bed-places and bedrooms in hotels and similar accommodation (NACE Rev. 2, I, 55.1) by size class (from 2012 onward)","tour_occ_anor","dataset","05.07.2019","18.07.2019","2012","2018",NA,"Net occupancy rate of bed-places and bedrooms in hotels and similar accommodation (NACE Rev. 2, I, 55.1) by size class (from 2012 onward) (tour_occ_anor)"
"3623","Number of establishments, bedrooms and bed-places","tour_cap_nat","dataset","05.07.2019","18.07.2019","1990","2018",NA,"Number of establishments, bedrooms and bed-places (tour_cap_nat)"
"3624","Hotels and similar accommodation (NACE Rev.2, I, 55.1) by size class: number of establishments, bedrooms and bed-places  (from 2012 onwards)","tour_cap_nats","dataset","05.07.2019","18.07.2019","2012","2018",NA,"Hotels and similar accommodation (NACE Rev.2, I, 55.1) by size class: number of establishments, bedrooms and bed-places  (from 2012 onwards) (tour_cap_nats)"
"3625","Employed persons by full-time/part-time activity and NACE Rev. 2 activity","tour_lfs1r2","dataset","08.08.2019","08.08.2019","2008","2018",NA,"Employed persons by full-time/part-time activity and NACE Rev. 2 activity (tour_lfs1r2)"
"3626","Employed persons by age groups and NACE Rev. 2 activity","tour_lfs2r2","dataset","08.08.2019","08.08.2019","2008","2018",NA,"Employed persons by age groups and NACE Rev. 2 activity (tour_lfs2r2)"
"3627","Employed persons by educational attainment level and Nace Rev. 2 activity","tour_lfs3r2","dataset","08.08.2019","08.08.2019","2008","2018",NA,"Employed persons by educational attainment level and Nace Rev. 2 activity (tour_lfs3r2)"
"3628","Permanency of job (permanent or temporary) and NACE Rev. 2 activity","tour_lfs4r2","dataset","08.08.2019","08.08.2019","2008","2018",NA,"Permanency of job (permanent or temporary) and NACE Rev. 2 activity (tour_lfs4r2)"
"3629","Average seniority of work with the same employer and NACE Rev. 2 activity","tour_lfs5r2","dataset","08.08.2019","08.08.2019","2008","2018",NA,"Average seniority of work with the same employer and NACE Rev. 2 activity (tour_lfs5r2)"
"3630","Employed persons and employees by sex and full-time/part-time activity and NACE Rev. 2 activity","tour_lfs6r2","dataset","08.08.2019","08.08.2019","2008","2018",NA,"Employed persons and employees by sex and full-time/part-time activity and NACE Rev. 2 activity (tour_lfs6r2)"
"3631","Employed persons by full-time/part-time activity and Nace Rev. 2 activity","tour_lfsq1r2","dataset","07.08.2019","07.08.2019","2008Q1","2019Q1",NA,"Employed persons by full-time/part-time activity and Nace Rev. 2 activity (tour_lfsq1r2)"
"3632","Employed persons by age groups and Nace Rev. 2 activity","tour_lfsq2r2","dataset","07.08.2019","07.08.2019","2008Q1","2019Q1",NA,"Employed persons by age groups and Nace Rev. 2 activity (tour_lfsq2r2)"
"3633","Employed persons by educational attainment level and Nace Rev. 2 activity","tour_lfsq3r2","dataset","07.08.2019","07.08.2019","2008Q1","2019Q1",NA,"Employed persons by educational attainment level and Nace Rev. 2 activity (tour_lfsq3r2)"
"3634","Permanency of job (permanent or temporary) and Nace Rev. 2 activity","tour_lfsq4r2","dataset","07.08.2019","07.08.2019","2008Q1","2019Q1",NA,"Permanency of job (permanent or temporary) and Nace Rev. 2 activity (tour_lfsq4r2)"
"3635","Average seniority of work with the same employer and Nace Rev. 2 activity","tour_lfsq5r2","dataset","07.08.2019","07.08.2019","2008Q1","2019Q1",NA,"Average seniority of work with the same employer and Nace Rev. 2 activity (tour_lfsq5r2)"
"3636","Employed persons and employees by sex and full-time/part-time activity and Nace Rev. 2 activity","tour_lfsq6r2","dataset","07.08.2019","07.08.2019","2008Q1","2019Q1",NA,"Employed persons and employees by sex and full-time/part-time activity and Nace Rev. 2 activity (tour_lfsq6r2)"
"3637","Participation in tourism (1996-2011) - quarterly data","tour_dem_toq","dataset","26.07.2013","18.07.2019","1996Q1","2011Q4",NA,"Participation in tourism (1996-2011) - quarterly data (tour_dem_toq)"
"3638","Participation in tourism for personal purposes","tour_dem_totot","dataset","13.03.2019","18.07.2019","1994","2017",NA,"Participation in tourism for personal purposes (tour_dem_totot)"
"3639","Participation in tourism for personal purposes by sex","tour_dem_tosex","dataset","13.03.2019","03.05.2018","1994","2017",NA,"Participation in tourism for personal purposes by sex (tour_dem_tosex)"
"3640","Participation in tourism for personal purposes by age group","tour_dem_toage","dataset","13.03.2019","03.05.2018","1994","2017",NA,"Participation in tourism for personal purposes by age group (tour_dem_toage)"
"3641","Participation in tourism for personal purposes by educational attainment level (from 2012 onwards)","tour_dem_toed11","dataset","13.03.2019","28.11.2018","2012","2017",NA,"Participation in tourism for personal purposes by educational attainment level (from 2012 onwards) (tour_dem_toed11)"
"3642","Participation in tourism for personal purposes by household income (from 2012 onwards)","tour_dem_toinc","dataset","13.03.2019","03.05.2018","2012","2017",NA,"Participation in tourism for personal purposes by household income (from 2012 onwards) (tour_dem_toinc)"
"3643","Participation in tourism for personal purposes by activity status (from 2012 onwards)","tour_dem_tows","dataset","13.03.2019","03.05.2018","2012","2017",NA,"Participation in tourism for personal purposes by activity status (from 2012 onwards) (tour_dem_tows)"
"3644","Non-participation in tourism by sex (from 2013)","tour_dem_npsex","dataset","10.12.2018","20.02.2019","2013","2016",NA,"Non-participation in tourism by sex (from 2013) (tour_dem_npsex)"
"3645","Non-participation in tourism by age group (from 2013)","tour_dem_npage","dataset","10.12.2018","20.02.2019","2013","2016",NA,"Non-participation in tourism by age group (from 2013) (tour_dem_npage)"
"3646","Non-participation in tourism by educational attainment level (from 2013)","tour_dem_nped11","dataset","10.12.2018","20.02.2019","2013","2016",NA,"Non-participation in tourism by educational attainment level (from 2013) (tour_dem_nped11)"
"3647","Non-participation in tourism by household income (from 2013)","tour_dem_npinc","dataset","10.12.2018","20.02.2019","2013","2016",NA,"Non-participation in tourism by household income (from 2013) (tour_dem_npinc)"
"3648","Non-participation in tourism by employment situation (from 2013)","tour_dem_npws","dataset","10.12.2018","20.02.2019","2013","2016",NA,"Non-participation in tourism by employment situation (from 2013) (tour_dem_npws)"
"3649","Number of trips - quarterly data","tour_dem_ttq","dataset","26.07.2013","18.07.2019","1995Q1","2011Q4",NA,"Number of trips - quarterly data (tour_dem_ttq)"
"3650","Number of trips","tour_dem_tttot","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of trips (tour_dem_tttot)"
"3651","Number of trips by country / world region of destination","tour_dem_ttw","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of trips by country / world region of destination (tour_dem_ttw)"
"3652","Number of trips by purpose","tour_dem_ttpur","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of trips by purpose (tour_dem_ttpur)"
"3653","Number of trips by length of stay","tour_dem_ttls","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of trips by length of stay (tour_dem_ttls)"
"3654","Number of trips by mode of accommodation","tour_dem_ttac","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of trips by mode of accommodation (tour_dem_ttac)"
"3655","Number of trips by month of departure","tour_dem_ttmd","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of trips by month of departure (tour_dem_ttmd)"
"3656","Number of trips by mode of transport","tour_dem_tttr","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of trips by mode of transport (tour_dem_tttr)"
"3657","Number of trips by type of destination (from 2013 onwards)","tour_dem_tthd","dataset","24.06.2019","24.06.2019","2013","2017",NA,"Number of trips by type of destination (from 2013 onwards) (tour_dem_tthd)"
"3658","Number of trips by type of organisation (from 2014 onwards)","tour_dem_ttorg","dataset","13.03.2019","13.03.2019","2014","2017",NA,"Number of trips by type of organisation (from 2014 onwards) (tour_dem_ttorg)"
"3659","Number of trips by sex","tour_dem_ttsex","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of trips by sex (tour_dem_ttsex)"
"3660","Number of trips by age group","tour_dem_ttage","dataset","24.06.2019","18.07.2019","1995","2017",NA,"Number of trips by age group (tour_dem_ttage)"
"3661","Number of trips by educational attainment level (from 2012 onwards)","tour_dem_tted11","dataset","24.06.2019","13.03.2019","2012","2017",NA,"Number of trips by educational attainment level (from 2012 onwards) (tour_dem_tted11)"
"3662","Number of trips by household income (from 2012 onwards)","tour_dem_ttinc","dataset","24.06.2019","13.03.2019","2012","2017",NA,"Number of trips by household income (from 2012 onwards) (tour_dem_ttinc)"
"3663","Number of trips by activity status (from 2012 onwards)","tour_dem_ttws","dataset","24.06.2019","13.03.2019","2012","2017",NA,"Number of trips by activity status (from 2012 onwards) (tour_dem_ttws)"
"3664","Number of nights spent - quarterly data","tour_dem_tnq","dataset","26.07.2013","18.07.2019","1995Q1","2011Q4",NA,"Number of nights spent - quarterly data (tour_dem_tnq)"
"3665","Number of nights spent","tour_dem_tntot","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of nights spent (tour_dem_tntot)"
"3666","Number of nights spent by country / world region of destination","tour_dem_tnw","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of nights spent by country / world region of destination (tour_dem_tnw)"
"3667","Number of nights spent by purpose","tour_dem_tnpur","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of nights spent by purpose (tour_dem_tnpur)"
"3668","Number of nights spent by length of stay","tour_dem_tnls","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of nights spent by length of stay (tour_dem_tnls)"
"3669","Number of nights spent by mode of accommodation","tour_dem_tnac","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of nights spent by mode of accommodation (tour_dem_tnac)"
"3670","Number of nights spent by month of departure","tour_dem_tnmd","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of nights spent by month of departure (tour_dem_tnmd)"
"3671","Number of nights spent by mode of transport","tour_dem_tntr","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of nights spent by mode of transport (tour_dem_tntr)"
"3672","Number of nights spent by type of destination (from 2013 onwards)","tour_dem_tnhd","dataset","24.06.2019","24.06.2019","2013","2017",NA,"Number of nights spent by type of destination (from 2013 onwards) (tour_dem_tnhd)"
"3673","Number of nights spent by type of organisation (from 2014 onwards)","tour_dem_tnorg","dataset","13.03.2019","13.03.2019","2014","2017",NA,"Number of nights spent by type of organisation (from 2014 onwards) (tour_dem_tnorg)"
"3674","Number of nights spent by sex","tour_dem_tnsex","dataset","24.06.2019","18.07.2019","1994","2017",NA,"Number of nights spent by sex (tour_dem_tnsex)"
"3675","Number of nights spent by age group","tour_dem_tnage","dataset","24.06.2019","18.07.2019","1995","2017",NA,"Number of nights spent by age group (tour_dem_tnage)"
"3676","Number of nights spent by educational attainment level  (from 2012 onwards)","tour_dem_tned11","dataset","24.06.2019","13.03.2019","2012","2017",NA,"Number of nights spent by educational attainment level  (from 2012 onwards) (tour_dem_tned11)"
"3677","Number of nights spent by household income (from 2012 onwards)","tour_dem_tninc","dataset","24.06.2019","13.03.2019","2012","2017",NA,"Number of nights spent by household income (from 2012 onwards) (tour_dem_tninc)"
"3678","Number of nights spent by activity status (from 2012 onwards)","tour_dem_tnws","dataset","24.06.2019","30.10.2018","2012","2017",NA,"Number of nights spent by activity status (from 2012 onwards) (tour_dem_tnws)"
"3679","Expenditure - quarterly data","tour_dem_exq","dataset","16.05.2013","18.07.2019","1996Q1","2011Q4",NA,"Expenditure - quarterly data (tour_dem_exq)"
"3680","Expenditure","tour_dem_extot","dataset","24.06.2019","18.07.2019","1990","2017",NA,"Expenditure (tour_dem_extot)"
"3681","Average expenditure per trip by expenditure categories (from 2012 onwards)","tour_nat_expert","dataset","14.11.2018","02.08.2017","2012","2016",NA,"Average expenditure per trip by expenditure categories (from 2012 onwards) (tour_nat_expert)"
"3682","Average expenditure per night by expenditure categories (from 2012 onwards)","tour_nat_expern","dataset","14.11.2018","02.08.2017","2012","2016",NA,"Average expenditure per night by expenditure categories (from 2012 onwards) (tour_nat_expern)"
"3683","Expenditure on accommodation (from 2012 onwards)","tour_dem_exac","dataset","24.06.2019","24.06.2019","2012","2017",NA,"Expenditure on accommodation (from 2012 onwards) (tour_dem_exac)"
"3684","Expenditure on accommodation by country / world region of destination (from 2012 onwards)","tour_dem_exacw","dataset","24.06.2019","13.03.2019","2012","2017",NA,"Expenditure on accommodation by country / world region of destination (from 2012 onwards) (tour_dem_exacw)"
"3685","Expenditure on transport (from 2012 onwards)","tour_dem_extr","dataset","24.06.2019","24.06.2019","2012","2017",NA,"Expenditure on transport (from 2012 onwards) (tour_dem_extr)"
"3686","Expenditure on transport by country / world region of destination (from 2012 onwards)","tour_dem_extrw","dataset","24.06.2019","24.06.2019","2012","2017",NA,"Expenditure on transport by country / world region of destination (from 2012 onwards) (tour_dem_extrw)"
"3687","Expenditure by expenditure categories (from 2012 onwards)","tour_dem_exexp","dataset","24.06.2019","13.03.2019","2012","2017",NA,"Expenditure by expenditure categories (from 2012 onwards) (tour_dem_exexp)"
"3688","Expenditure by purpose","tour_dem_expur","dataset","24.06.2019","18.07.2019","1990","2017",NA,"Expenditure by purpose (tour_dem_expur)"
"3689","Expenditure by length of stay","tour_dem_exls","dataset","24.06.2019","18.07.2019","1990","2017",NA,"Expenditure by length of stay (tour_dem_exls)"
"3690","Expenditure by country,  world region of destination","tour_dem_extotw","dataset","24.06.2019","24.06.2019","2012","2017",NA,"Expenditure by country,  world region of destination (tour_dem_extotw)"
"3691","Expenditure by type of organisation (from 2014 onwards)","tour_dem_exorg","dataset","13.03.2019","13.03.2019","2014","2017",NA,"Expenditure by type of organisation (from 2014 onwards) (tour_dem_exorg)"
"3692","Expenditure for package travel by country, world region of destination","tour_dem_expktw","dataset","24.06.2019","18.07.2019","2014","2017",NA,"Expenditure for package travel by country, world region of destination (tour_dem_expktw)"
"3693","Expenditure by sex","tour_dem_exsex","dataset","24.06.2019","18.07.2019","1990","2017",NA,"Expenditure by sex (tour_dem_exsex)"
"3694","Expenditure by age group","tour_dem_exage","dataset","24.06.2019","18.07.2019","1995","2017",NA,"Expenditure by age group (tour_dem_exage)"
"3695","Expenditure by educational attainment level (from 2012 onwards)","tour_dem_exed11","dataset","24.06.2019","13.03.2019","2012","2017",NA,"Expenditure by educational attainment level (from 2012 onwards) (tour_dem_exed11)"
"3696","Expenditure by household income (from 2012 onwards)","tour_dem_exinc","dataset","24.06.2019","13.03.2019","2012","2017",NA,"Expenditure by household income (from 2012 onwards) (tour_dem_exinc)"
"3697","Expenditure by activity status (from 2012 onwards)","tour_dem_exws","dataset","24.06.2019","30.10.2018","2012","2017",NA,"Expenditure by activity status (from 2012 onwards) (tour_dem_exws)"
"3698","Same-day visits - annual data","tour_dem_sdva","dataset","18.12.2018","12.12.2018","2014","2017",NA,"Same-day visits - annual data (tour_dem_sdva)"
"3699","Same-day visits - quarterly data","tour_dem_sdvq","dataset","18.12.2018","12.12.2018","2014Q1","2017Q4",NA,"Same-day visits - quarterly data (tour_dem_sdvq)"
"3700","Expenditure on same-day visits - annual data","tour_dem_sdvexa","dataset","18.12.2018","12.12.2018","2014","2017",NA,"Expenditure on same-day visits - annual data (tour_dem_sdvexa)"
"3701","Expenditure on same-day visits - quarterly data","tour_dem_sdvexq","dataset","18.12.2018","12.12.2018","2014Q1","2017Q4",NA,"Expenditure on same-day visits - quarterly data (tour_dem_sdvexq)"
"3702","Farm indicators by agricultural area, type of farm, standard output, legal form and NUTS 2 regions","ef_m_farmleg","dataset","28.06.2018","06.05.2019","2005","2016",NA,"Farm indicators by agricultural area, type of farm, standard output, legal form and NUTS 2 regions (ef_m_farmleg)"
"3703","Farm indicators by agricultural area, type of farm, standard output, sex and age of the manager and NUTS 2 regions","ef_m_farmang","dataset","05.10.2018","06.05.2019","2005","2016",NA,"Farm indicators by agricultural area, type of farm, standard output, sex and age of the manager and NUTS 2 regions (ef_m_farmang)"
"3704","Main farm land use by NUTS 2 regions","ef_lus_main","dataset","20.05.2019","07.08.2018","2013","2016",NA,"Main farm land use by NUTS 2 regions (ef_lus_main)"
"3705","Crops by classes of utilised agricultural area in number of farms and hectare by NUTS 2 regions","ef_lus_allcrops","dataset","24.06.2019","24.06.2019","2013","2016",NA,"Crops by classes of utilised agricultural area in number of farms and hectare by NUTS 2 regions (ef_lus_allcrops)"
"3706","Main crops by NUTS 2 regions","ef_lac_main","dataset","20.05.2019","02.05.2019","2013","2016",NA,"Main crops by NUTS 2 regions (ef_lac_main)"
"3707","Cereals by NUTS 2 regions","ef_lac_cereals","dataset","20.05.2019","02.05.2019","2013","2016",NA,"Cereals by NUTS 2 regions (ef_lac_cereals)"
"3708","Dried crop pulses by NUTS 2 regions","ef_lac_dpuls","dataset","20.05.2019","02.05.2019","2013","2016",NA,"Dried crop pulses by NUTS 2 regions (ef_lac_dpuls)"
"3709","Root crops by NUTS 2 regions","ef_lac_rootcrop","dataset","15.05.2019","02.05.2019","2013","2016",NA,"Root crops by NUTS 2 regions (ef_lac_rootcrop)"
"3710","Industrial crops by NUTS 2 regions","ef_lac_indus","dataset","20.05.2019","02.05.2019","2013","2016",NA,"Industrial crops by NUTS 2 regions (ef_lac_indus)"
"3711","Vegetables by NUTS 2 regions","ef_lac_vege","dataset","20.05.2019","02.05.2019","2013","2016",NA,"Vegetables by NUTS 2 regions (ef_lac_vege)"
"3712","Flowers and ornamental plants by NUTS 2 regions","ef_lac_flower","dataset","20.05.2019","02.05.2019","2013","2016",NA,"Flowers and ornamental plants by NUTS 2 regions (ef_lac_flower)"
"3713","Plants harvested green and fallow land by NUTS 2 regions","ef_lac_greenfal","dataset","20.05.2019","02.05.2019","2013","2016",NA,"Plants harvested green and fallow land by NUTS 2 regions (ef_lac_greenfal)"
"3714","Main permanent crops farm","ef_lpc_main","dataset","31.05.2019","31.05.2019","2013","2016",NA,"Main permanent crops farm (ef_lpc_main)"
"3715","Fruit and berries","ef_lpc_fruit","dataset","31.05.2019","31.05.2019","2013","2016",NA,"Fruit and berries (ef_lpc_fruit)"
"3716","Olive plantations","ef_lpc_olive","dataset","31.05.2019","31.05.2019","2013","2016",NA,"Olive plantations (ef_lpc_olive)"
"3717","Vineyards","ef_lpc_vineyd","dataset","31.05.2019","31.05.2019","2013","2016",NA,"Vineyards (ef_lpc_vineyd)"
"3718","Permanent grassland by NUTS 2 regions","ef_lus_pegrass","dataset","24.06.2019","24.06.2019","2013","2016",NA,"Permanent grassland by NUTS 2 regions (ef_lus_pegrass)"
"3719","Under glass by NUTS 2 regions","ef_lus_unglass","dataset","24.06.2019","24.06.2019","2013","2016",NA,"Under glass by NUTS 2 regions (ef_lus_unglass)"
"3720","Special areas and other farmland by NUTS 2 regions","ef_lus_sparea","dataset","24.06.2019","24.06.2019","2013","2016",NA,"Special areas and other farmland by NUTS 2 regions (ef_lus_sparea)"
"3721","Main livestock indicators by NUTS 2 regions","ef_lsk_main","dataset","07.08.2018","02.05.2019","2013","2016",NA,"Main livestock indicators by NUTS 2 regions (ef_lsk_main)"
"3722","Bovine animals by NUTS 2 regions","ef_lsk_bovine","dataset","04.06.2019",NA,"2016","2016",NA,"Bovine animals by NUTS 2 regions (ef_lsk_bovine)"
"3723","Pig by NUTS 2 regions","ef_lsk_gpig","dataset","05.04.2019",NA,"2013","2016",NA,"Pig by NUTS 2 regions (ef_lsk_gpig)"
"3724","Sheep by NUTS 2 regions","ef_lsk_sheep","dataset","04.06.2019",NA,"2016","2016",NA,"Sheep by NUTS 2 regions (ef_lsk_sheep)"
"3725","Poultry by NUTS 2 regions","ef_lsk_poultry","dataset","29.03.2019",NA,"2013","2016",NA,"Poultry by NUTS 2 regions (ef_lsk_poultry)"
"3726","Labour force main indicators","ef_lf_main","dataset","31.05.2019",NA,"2016","2016",NA,"Labour force main indicators (ef_lf_main)"
"3727","Labour force by sex, type of the farm and size of the farm","ef_lf_size","dataset","31.05.2019",NA,"2016","2016",NA,"Labour force by sex, type of the farm and size of the farm (ef_lf_size)"
"3728","Labour force by sex, legal status of holding and working time","ef_lf_leg","dataset","31.05.2019",NA,"2016","2016",NA,"Labour force by sex, legal status of holding and working time (ef_lf_leg)"
